id,year,downloads,title,author,lang,subject
2701,1869,188210,"Moby Dick; Or, The Whale","Melville, Herman",en,lit
1342,1817,183505,Pride and Prejudice,"Austen, Jane",en,lit
2641,1929,142569,A Room with a View,"Forster, E. M. (Edward Morgan)",en,lit
1727,-700,139227,The Odyssey Rendered into English prose for the use of those who cannot read the original,Homer,en,lit
1513,1614,132311,Romeo and Juliet,"Shakespeare, William",en,lit
34413,1797,126102,The Love Letters of Mary Wollstonecraft to Gilbert Imlay,"Wollstonecraft, Mary",en,lit
2554,1871,125245,Crime and Punishment,"Dostoyevsky, Fyodor",en,lit
3268,1814,117670,The Mysteries of Udolpho,"Radcliffe, Ann Ward",en,lit
2465,1853,112176,Carmen,"Mérimée, Prosper",en,lit
65238,1940,112143,The Secret of Chimneys,"Christie, Agatha",en,lit
21839,1817,107602,Sense and Sensibility,"Austen, Jane",en,lit
2868,1909,106137,The Green Mummy,"Hume, Fergus",en,lit
1661,1909,105900,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
59828,1884,104191,"The String of Pearls; Or, The Barber of Fleet Street. A Domestic Romance.","Rymer, James Malcolm",en,lit
1260,1855,103010,Jane Eyre: An Autobiography,"Brontë, Charlotte",en,lit
19476,1906,100540,A Honeymoon in Space,"Griffith, George Chetwynd",en,lit
22541,1975,99345,The Misplaced Battleship,"Harrison, Harry",en,lit
67979,1924,98187,The Blue Castle: a novel,"Montgomery, L. M. (Lucy Maud)",en,lit
45839,1897,97893,Dracula,"Stoker, Bram",en,lit
5197,1863,95789,My Life - Volume 1,"Wagner, Richard",en,arts
31100,1817,95700,The Complete Project Gutenberg Works of Jane Austen A Linked Index of all PG Editions of Jane Austen,"Austen, Jane",en,lit
11,1882,94492,Alice's Adventures in Wonderland,"Carroll, Lewis",en,lit
100,1614,93902,The Complete Works of William Shakespeare,"Shakespeare, William",en,lit
601,1818,93858,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",en,lit
47530,1862,92938,"Oliver Twist, Vol. 2 (of 3)","Dickens, Charles",en,lit
3011,1821,89724,The Lady of the Lake,"Scott, Walter",en,lit
42671,1817,89612,Pride and Prejudice,"Austen, Jane",en,lit
345,1897,89208,Dracula,"Stoker, Bram",en,lit
1695,1924,89014,The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)",en,lit
6133,1914,88520,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Leblanc, Maurice",en,lit
36462,1471,88352,King Arthur and the Knights of the Round Table,"Malory, Thomas, Sir",en,lit
2680,171,87287,Meditations,"Marcus Aurelius, Emperor of Rome",en,phil
62215,1918,87013,Le Fantôme de l'Opéra,"Leroux, Gaston",fr,lit
37106,1882,86348,"Little Women; Or, Meg, Jo, Beth, and Amy","Alcott, Louisa May",en,lit
24793,1915,84994,Blow The Man Down: A Romance Of The Coast,"Day, Holman",en,lit
145,1869,84181,Middlemarch,"Eliot, George",en,lit
18143,1614,83550,Roméo et Juliette Tragédie,"Shakespeare, William",fr,lit
40284,1986,82613,The Sex Life of the Gods,"Knerr, M. E. (Michael E.)",en,lit
53874,1872,81959,Under the Red Dragon: A Novel,"Grant, James",en,lit
72,1925,81388,"Thuvia, maid of Mars","Burroughs, Edgar Rice",en,lit
468,1747,80853,Manon Lescaut,"Prévost, abbé",en,lit
76639,1762,79893,"Eloisa : $b or, A series of original letters","Rousseau, Jean-Jacques",en,lit
43,1894,79438,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",en,lit
31635,1913,79146,The Silent Barrier,"Tracy, Louis",en,lit
8492,1915,78814,The King in Yellow,"Chambers, Robert W. (Robert William)",en,lit
31472,1913,78793,Cynthia's Chauffeur,"Tracy, Louis",en,lit
28203,1882,78042,Moods,"Alcott, Louisa May",en,lit
2620,1922,78028,The Home Book of Verse - Volume 2,"Stevenson, Burton Egbert",en,lit
17460,1875,77685,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)",en,lit
31257,1900,77584,"Dainty's Cruel Rivals; Or, The Fatal Birthday","Miller, Alex. McVeigh, Mrs.",en,lit
75201,1949,77348,A farewell to arms,"Hemingway, Ernest",en,lit
1184,1852,77283,The Count of Monte Cristo,"Dumas, Alexandre",en,lit
32155,1541,77027,The Love Letters of Henry VIII to Anne Boleyn; With Notes,"Henry VIII, King of England",en,hist
18459,1527,76687,Hypnerotomachia: The Strife of Loue in a Dreame,"Colonna, Francesco",en,lit
20203,1756,76567,Autobiography of Benjamin Franklin,"Franklin, Benjamin",en,hist
42,1894,76206,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",en,lit
33823,1931,76097,The Gay Adventure: A Romance,"Bird, Richard",en,lit
564,1862,75993,The Mystery of Edwin Drood,"Dickens, Charles",en,lit
18875,1924,75422,The Prairie Wife,"Stringer, Arthur",en,lit
3296,404,75317,The Confessions of St. Augustine,"Augustine, of Hippo, Saint",en,phil
36725,1886,74908,On the Cross: A Romance of the Passion Play at Oberammergau,"Hillern, Wilhelmine von",en,lit
35548,1890,74907,Doctor Cupid: A Novel,"Broughton, Rhoda",en,lit
35312,1838,74891,Aus dem Leben eines Taugenichts: Novelle,"Eichendorff, Joseph, Freiherr von",de,lit
71046,1893,74682,"Modern English biography, volume 2 (of 4), I-Q","Boase, Frederic",en,hist
36223,1928,74655,The Boy with Wings,"Ruck, Berta",en,lit
1259,1852,74574,Twenty years after,"Dumas, Alexandre",en,lit
38311,1922,74362,What Will People Say? A Novel,"Hughes, Rupert",en,lit
51428,1913,74360,That Which Hath Wings: A Novel of the Day,"Dehan, Richard",en,lit
18857,1878,73986,A Journey to the Centre of the Earth,"Verne, Jules",en,lit
23784,1902,73939,The History of Sir Richard Calmady: A Romance,"Malet, Lucas",en,lit
27475,1916,73734,That Girl Montana,"Ryan, Marah Ellis",en,lit
38177,1933,73720,The Passionate Elopement,"MacKenzie, Compton",en,lit
27997,1906,73615,Robert Orange Being a Continuation of the History of Robert Orange,"Hobbes, John Oliver",en,lit
48296,1898,73431,Linnet: A Romance,"Allen, Grant",en,lit
2002,1856,73359,Sonnets from the Portuguese,"Browning, Elizabeth Barrett",en,lit
49987,1860,72840,Forest Days: A Romance of Old Times,"James, G. P. R. (George Payne Rainsford)",en,lit
48320,1909,72820,Adventures of Sherlock Holmes Illustrated,"Doyle, Arthur Conan",en,lit
50285,1930,72442,"Dr. Mabuse, der Spieler : $b Roman","Jacques, Norbert",de,lit
46276,1868,72351,The Treasure of Pearls: A Romance of Adventures in California,"Aimard, Gustave",en,lit
42389,1821,72308,The Pirate Andrew Lang Edition,"Scott, Walter",en,lit
14244,1914,72250,The Romance of Tristan and Iseult,"Bédier, Joseph",en,lit
53154,1836,71985,Cameron of Lochiel,"Aubert de Gaspé, Philippe",en,lit
30849,1894,71783,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 20","Stevenson, Robert Louis",en,lit
245,1885,71674,Life on the Mississippi,"Twain, Mark",en,lit
53416,1900,71644,Only a girl's love,"Garvice, Charles",en,lit
30340,1916,71275,The Passionate Friends,"Wells, H. G. (Herbert George)",en,lit
10148,1903,71185,The Merry Adventures of Robin Hood,"Pyle, Howard",en,lit
55179,1872,71134,One of the Six Hundred: A Novel,"Grant, James",en,lit
25789,1907,71029,Emily Brontë,"Robinson, A. Mary F. (Agnes Mary Frances)",en,lit
31469,1937,70867,The Shunned House,"Lovecraft, H. P. (Howard Phillips)",en,lit
32854,1914,70857,"Arsène Lupin, gentleman-cambrioleur","Leblanc, Maurice",fr,lit
34323,1981,70662,The Samurai Strategy,"Hoover, Thomas",en,lit
17989,1852,70570,"Le comte de Monte-Cristo, Tome I","Dumas, Alexandre",fr,lit
30434,1977,70528,Occasion ... for Disaster,"Garrett, Randall",en,lit
15399,1795,70357,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African Written By Himself","Equiano, Olaudah",en,social
26563,1906,70140,The Crack of Doom,"Cromie, Robert",en,lit
34318,1981,69915,Life Blood,"Hoover, Thomas",en,lit
22163,1912,69906,"The Rover Boys on the Farm; or, Last Days at Putnam Hall","Stratemeyer, Edward",en,lit
42681,1852,69871,"The Hero of the People: A Historical Romance of Love, Liberty and Loyalty","Dumas, Alexandre",en,lit
28780,1932,69663,Peter the Brazen: A Mystery Story of Modern China,"Worts, George F. (George Frank)",en,lit
50133,1937,69569,The Dunwich horror,"Lovecraft, H. P. (Howard Phillips)",en,lit
51649,1864,69463,"The Mysteries of London, v. 4/4","Reynolds, George W. M. (George William MacArthur)",en,lit
393,1913,68986,The Blue Lagoon: A Romance,"Stacpoole, H. De Vere (Henry De Vere)",en,lit
50290,1953,68827,Space Station 1,"Long, Frank Belknap",en,lit
19771,1854,68578,Henrietta Temple: A Love Story,"Disraeli, Benjamin, Earl of Beaconsfield",en,lit
589,1894,68522,Catriona,"Stevenson, Robert Louis",en,lit
32474,1546,68466,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2) Written by Himself Containing a True and Full Acc","Díaz del Castillo, Bernal",en,hist
17157,1717,68283,Gulliver's Travels into Several Remote Regions of the World,"Swift, Jonathan",en,lit
50603,1936,68280,Minute Mysteries [Detectograms],"Ripley, H. A. (Harold Austin)",en,hist
28718,1790,68201,"Les crimes de l'amour Précédé d'un avant-propos, suivi des idées sur les romans, de l'auteur des crimes de l'amour à Vil","Sade, marquis de",fr,lit
1112,1614,68033,Romeo and Juliet,"Shakespeare, William",en,lit
57641,1924,67796,One Woman: Being the Second Part of a Romance of Sussex,"Ollivant, Alfred",en,lit
10441,1915,67318,The Green Mouse,"Chambers, Robert W. (Robert William)",en,lit
38983,1941,67181,"The Camp Fire Girls Solve a Mystery; Or, The Christmas Adventure at Carver House","Frey, Hildegard G.",en,lit
37499,1819,66972,"Napoleon's Letters to Josephine, 1796-1812 For the First Time Collected and Translated, with Notes Social, Historical, a","Napoleon I, Emperor of the French",en,hist
20546,1922,66961,The Hand in the Dark,"Rees, Arthur J. (Arthur John)",en,lit
46976,135,66816,"The Anabasis of Alexander : $b or, The history of the wars and conquests of Alexander the Great",Arrian,en,hist
13951,1852,66748,Les trois mousquetaires,"Dumas, Alexandre",fr,lit
244,1909,66652,A Study in Scarlet,"Doyle, Arthur Conan",en,lit
19919,1867,66558,Maman Léo Les Habits Noirs Tome V,"Féval, Paul",fr,lit
161,1817,66470,Sense and Sensibility,"Austen, Jane",en,lit
52190,1894,66445,"Ecce Homo Complete Works, Volume Seventeen","Nietzsche, Friedrich Wilhelm",en,phil
26315,1890,66406,Shakespeare's family,"Stopes, C. C. (Charlotte Carmichael)",en,lit
18151,1954,66343,Time Crime,"Piper, H. Beam",en,lit
57669,1912,66312,The problem of Cell 13,"Futrelle, Jacques",en,lit
61262,1940,66238,Poirot Investigates,"Christie, Agatha",en,lit
20121,1954,66217,Lone Star Planet,"Piper, H. Beam",en,lit
58866,1940,66176,The Murder on the Links,"Christie, Agatha",en,lit
560,1925,66098,Mr. Standfast,"Buchan, John",en,lit
20628,1918,65878,Torchy and Vee,"Ford, Sewell",en,lit
7889,1799,65741,Erotica Romana,"Goethe, Johann Wolfgang von",en,lit
76178,1972,65662,I am a woman,"Bannon, Ann",en,lit
14471,1919,65466,The Empty House and Other Ghost Stories,"Blackwood, Algernon",en,lit
70854,1586,65432,The Countess of Pembroke's Arcadia,"Sidney, Philip",en,lit
16433,1919,65139,The Gay Cockade,"Bailey, Temple",en,lit
2852,1909,65125,The Hound of the Baskervilles,"Doyle, Arthur Conan",en,lit
23172,1892,65079,"The Damned Thing 1898, From ""In the Midst of Life""","Bierce, Ambrose",en,lit
61168,1940,64950,The Man in the Brown Suit,"Christie, Agatha",en,lit
15384,1925,64742,The Real Adventure,"Webster, Henry Kitchell",en,lit
40361,1923,64687,The Air Pirate,"Thorne, Guy",en,lit
24149,1946,64579,The Ambulance Made Two Trips,"Leinster, Murray",en,lit
23599,1961,64547,The Big Fix,"Smith, George O. (George Oliver)",en,lit
14818,1916,64510,The Daughter of Anderson Crow,"McCutcheon, George Barr",en,lit
14287,1878,64084,L'île mystérieuse,"Verne, Jules",fr,lit
48438,1896,64063,Rizal's own story of his life,"Rizal, José",en,hist
11982,1865,63975,Eighty Years and More; Reminiscences 1815-1897,"Stanton, Elizabeth Cady",en,social
36965,1904,63949,Harriet Martineau,"Miller, Florence Fenwick",en,lit
58820,1943,63917,Whose Body? A Lord Peter Wimsey Novel,"Sayers, Dorothy L. (Dorothy Leigh)",en,lit
43063,1923,63850,A Case in Camera,"Onions, Oliver",en,lit
2148,1849,63847,The Works of Edgar Allan Poe - Volume 2,"Poe, Edgar Allan",en,lit
23,1868,63607,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick",en,hist
11987,1925,63462,By Advice of Counsel,"Train, Arthur Cheney",en,lit
1212,1817,63405,Love and Freindship [sic],"Austen, Jane",en,lit
59892,1928,63109,"Changeling, and Other Stories","Byrne, Donn",en,lit
12345,1907,63081,"Friday, the Thirteenth: A Novel","Lawson, Thomas William",en,lit
37734,1891,63018,Some Jewish Witnesses For Christ,"Bernstein, Aaron",en,phil
51143,1900,62582,The Waterloo Roll Call With Biographical Notes and Anecdotes,"Dalton, Charles",en,hist
43453,1797,62556,A Pickle for the Knowing Ones,"Dexter, Timothy",en,hist
4499,1878,62485,Complete Short Works of George Meredith,"Meredith, George",en,lit
1608,1874,62473,Camille (La Dame aux Camilias),"Dumas, Alexandre",en,lit
224,1890,62448,A pair of blue eyes,"Hardy, Thomas",en,lit
1523,1614,62424,As You Like It,"Shakespeare, William",en,lit
8197,1904,62419,India's Love Lyrics,"Hope, Laurence",en,lit
2825,1827,62394,Undine,"La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de",en,lit
11030,1863,62296,"Incidents in the Life of a Slave Girl, Written by Herself","Jacobs, Harriet A. (Harriet Ann)",en,hist
3922,1894,62185,The Red Lily - Complete,"France, Anatole",en,lit
23184,1865,61942,Monte-Cristo's Daughter,"Flagg, Edmund",en,lit
40058,1907,61556,"The Life of Florence Nightingale, vol. 2 of 2","Cook, Edward Tyas, Sir",en,hist
103,1878,61541,Around the World in Eighty Days,"Verne, Jules",en,lit
4712,1915,61521,The Landloper: The Romance of a Man on Foot,"Day, Holman",en,lit
6635,1920,61001,A Romance of Billy-Goat Hill,"Rice, Alice Caldwell Hegan",en,lit
2147,1849,60874,The Works of Edgar Allan Poe - Volume 1,"Poe, Edgar Allan",en,lit
204,1924,60812,The innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",en,lit
7452,1943,60608,Autobiography of a Yogi,"Yogananda, Paramahansa",en,phil
10002,1918,60535,The House on the Borderland,"Hodgson, William Hope",en,lit
8954,1885,60532,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",en,lit
29391,1922,60368,Blue-grass and Broadway,"Daviess, Maria Thompson",en,lit
43098,1912,60252,Selected Works of Voltairine de Cleyre,"De Cleyre, Voltairine",en,lit
55059,1893,60090,"Modern English biography, volume 1 (of 4), A-H","Boase, Frederic",en,hist
23500,1909,60027,The Car of Destiny,"Williamson, C. N. (Charles Norris)",en,lit
2097,1909,59781,The Sign of the Four,"Doyle, Arthur Conan",en,lit
209,1893,59775,The Turn of the Screw,"James, Henry",en,lit
2527,1799,59731,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von",en,lit
223,1924,59388,The wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",en,lit
4200,1683,59252,The Diary of Samuel Pepys - Complete,"Pepys, Samuel",en,hist
10102,1914,59213,The Czar's Spy: The Mystery of a Silent Love,"Le Queux, William",en,lit
108,1909,59188,The Return of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
33118,1939,58923,Just Around the Corner: Romance en casserole,"Hurst, Fannie",en,lit
863,1940,58910,The Mysterious Affair at Styles,"Christie, Agatha",en,lit
834,1909,58833,The Memoirs of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
84,1847,58824,"Frankenstein; or, the modern prometheus","Shelley, Mary Wollstonecraft",en,lit
175,1918,58544,The Phantom of the Opera,"Leroux, Gaston",en,lit
7524,106,58522,The Germany and the Agricola of Tacitus,"Tacitus, Cornelius",en,lit
19412,1909,58418,Set in Silver,"Williamson, C. N. (Charles Norris)",en,lit
19742,1909,58352,The Heather-Moon,"Williamson, C. N. (Charles Norris)",en,lit
583,1874,58190,The Woman in White,"Collins, Wilkie",en,lit
1514,1614,58165,A Midsummer Night's Dream,"Shakespeare, William",en,lit
19146,1891,58143,"The Entailed Hat; Or, Patty Cannon's Times","Townsend, George Alfred",en,lit
921,1900,57982,De Profundis,"Wilde, Oscar",en,lit
48893,1861,57830,"Mademoiselle de Maupin, Volume 1 (of 2)","Gautier, Théophile",en,lit
54219,1911,57487,A Little English Gallery,"Guiney, Louise Imogen",en,lit
155,1874,57454,The Moonstone,"Collins, Wilkie",en,lit
60979,1921,57445,Reminiscences of a Stock Operator,"Lefevre, Edwin",en,social
52404,1915,57355,The Girl Philippa,"Chambers, Robert W. (Robert William)",en,lit
69087,1940,56966,The murder of Roger Ackroyd,"Christie, Agatha",en,lit
76668,1947,56949,Trial by water,"Wright, Sewell Peaslee",en,lit
1155,1940,56794,The Secret Adversary,"Christie, Agatha",en,lit
3289,1909,56677,The Valley of Fear,"Doyle, Arthur Conan",en,lit
6081,1822,56662,Biographia Literaria,"Coleridge, Samuel Taylor",en,lit
47221,1895,56543,Quintus Claudius: A Romance of Imperial Rome. Volume 1,"Eckstein, Ernst",en,lit
2350,1909,56509,His last bow : $b Some later reminiscences of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
2760,1852,56174,Celebrated Crimes (Complete),"Dumas, Alexandre",en,social
2162,1919,56031,Anarchism and Other Essays,"Goldman, Emma",en,social
74,1885,56006,"The Adventures of Tom Sawyer, Complete","Twain, Mark",en,lit
7735,1853,55881,Paul Clifford - Complete,"Lytton, Edward Bulwer Lytton, Baron",en,lit
2087,1859,55734,Life and Letters of Charles Darwin - Volume 1,"Darwin, Charles",en,sci
56156,1885,55455,Venus im Pelz,"Sacher-Masoch, Leopold, Ritter von",de,lit
221,1909,55384,The Return of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
8486,1912,55339,Ghost Stories of an Antiquary,"James, M. R. (Montague Rhodes)",en,lit
2360,1920,55210,The Riddle of the Sands,"Childers, Erskine",en,lit
2739,1859,55172,More Letters of Charles Darwin - Volume 1 A Record of His Work in a Series of Hitherto Unpublished Letters,"Darwin, Charles",en,sci
974,1907,55151,The Secret Agent: A Simple Tale,"Conrad, Joseph",en,lit
558,1925,55106,The Thirty-Nine Steps,"Buchan, John",en,lit
1685,1918,55001,The Mystery of the Yellow Room,"Leroux, Gaston",en,lit
68283,1937,54965,The call of Cthulhu,"Lovecraft, H. P. (Howard Phillips)",en,lit
1872,1932,54929,The Red House Mystery,"Milne, A. A. (Alan Alexander)",en,lit
79,1992,54713,Terminal Compromise,"Schwartau, Winn",en,lit
61851,1871,54696,El crimen y el castigo,"Dostoyevsky, Fyodor",es,lit
1063,1849,54634,The Cask of Amontillado,"Poe, Edgar Allan",en,lit
389,1913,54631,The Great God Pan,"Machen, Arthur",en,lit
4791,1878,54560,Voyage au Centre de la Terre,"Verne, Jules",fr,lit
3321,1925,54528,Children of the Whirlwind,"Scott, Leroy",en,lit
44833,1392,54510,"Chaucer's Works, Volume 2 - Boethius and Troilus","Chaucer, Geoffrey",en,lit
537,1909,54496,Tales of Terror and Mystery,"Doyle, Arthur Conan",en,lit
75883,1918,54494,"The Roll of Honour, Volume 1 : $b A biographical record of all members of His Majesty's naval and military forces who ha","Ruvigny et Raineval, Melville Henry Massue, marquis de",en,hist
3530,1925,54429,"Love-at-arms : $b being a narrative excerpted from the chronicles of Urbino, during the dominion of the high and mighty ","Sabatini, Rafael",en,lit
1931,1916,54417,The Zeppelin's Passenger,"Oppenheim, E. Phillips (Edward Phillips)",en,lit
1686,1918,54326,The Secret of the Night,"Leroux, Gaston",en,lit
2806,1915,54215,"The Phantom 'Rickshaw, and Other Ghost Stories","Kipling, Rudyard",en,lit
2813,1917,54164,The Grand Babylon Hôtel,"Bennett, Arnold",en,lit
524,1916,54063,Ann Veronica: A Modern Love Story,"Wells, H. G. (Herbert George)",en,lit
3070,1909,53919,The Hound of the Baskervilles,"Doyle, Arthur Conan",en,lit
1510,1614,53850,Love's Labour's Lost,"Shakespeare, William",en,lit
851,1711,53724,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,"Rowlandson, Mary White",en,hist
1849,1916,53675,The Yellow Crayon,"Oppenheim, E. Phillips (Edward Phillips)",en,lit
173,1933,53606,The Insidious Dr. Fu Manchu,"Rohmer, Sax",en,lit
69700,1909,52954,The case-book of Sherlock Holmes,"Doyle, Arthur Conan",en,lit
70652,1937,52726,At the mountains of madness,"Lovecraft, H. P. (Howard Phillips)",en,lit
63469,1932,52538,Washington Confidential,"Lait, Jack",en,hist
75288,1940,52317,The Seven Dials mystery,"Christie, Agatha",en,lit
66446,1940,52121,The Plymouth Express Affair,"Christie, Agatha",en,lit
67160,1940,51957,The Hunter's Lodge Case,"Christie, Agatha",en,lit
9473,1896,51713,"The Knights of the Cross, or, Krzyzacy: Historical Romance","Sienkiewicz, Henryk",en,lit
67173,1940,51634,The Missing Will,"Christie, Agatha",en,lit
9911,1868,51305,The Torrents of Spring,"Turgenev, Ivan Sergeevich",en,lit
70114,1940,51252,The Big Four,"Christie, Agatha",en,lit
72824,1940,51178,The mystery of the Blue Train,"Christie, Agatha",en,lit
70008,1943,50999,Unnatural death,"Sayers, Dorothy L. (Dorothy Leigh)",en,lit
120,1894,50441,Treasure Island,"Stevenson, Robert Louis",en,lit
76,1885,49985,Adventures of Huckleberry Finn,"Twain, Mark",en,lit
55,1906,49865,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",en,lit
16389,1916,49118,The Enchanted April,"Von Arnim, Elizabeth",en,lit
6768,1931,48966,The Man Upstairs and Other Stories,"Wodehouse, P. G. (Pelham Grenville)",en,lit
3044,1890,47809,Desperate Remedies,"Hardy, Thomas",en,lit
3146,1890,47630,Two on a Tower,"Hardy, Thomas",en,lit
7184,1901,47474,A Heart-Song of To-day (Disturbed by Fire from the 'Unruly Member'): A Novel,"Savigny, Annie G. (Annie Gregg)",en,lit
4488,1878,46843,The Amazing Marriage - Complete,"Meredith, George",en,lit
6130,-700,46103,The Iliad,Homer,en,lit
64317,1940,45827,The Great Gatsby,"Fitzgerald, F. Scott (Francis Scott)",en,lit
768,1848,45676,Wuthering Heights,"Brontë, Emily",en,lit
45451,1908,45475,The Man Who Did the Right Thing: A Romance,"Johnston, Harry",en,lit
28054,1871,44837,The Brothers Karamazov,"Dostoyevsky, Fyodor",en,lit
16,1910,44550,Peter Pan : $b [Peter and Wendy],"Barrie, J. M. (James Matthew)",en,lit
21638,1937,44500,Tarrano the Conqueror,"Cummings, Ray",en,lit
6761,1771,44358,The Adventures of Ferdinand Count Fathom - Complete,"Smollett, T. (Tobias)",en,lit
2591,1835,44085,Grimms' Fairy Tales,"Grimm, Jacob",en,lit
394,1860,43978,Cranford,"Gaskell, Elizabeth Cleghorn",en,lit
78027,1883,43689,Les enchantements de la forêt,"Theuriet, André",fr,sci
77092,1933,43654,She who sleeps : $b A romance of New York and the Nile,"Rohmer, Sax",en,lit
6593,1754,43622,"History of Tom Jones, a Foundling","Fielding, Henry",en,lit
2160,1771,43431,The Expedition of Humphry Clinker,"Smollett, T. (Tobias)",en,lit
27673,-446,43374,Oedipus King of Thebes Translated into English Rhyming Verse with Explanatory Notes,Sophocles,en,lit
76412,1894,43366,Le cas étrange du docteur Jekyll; Un logement pour la nuit,"Stevenson, Robert Louis",fr,lit
59827,1906,43198,"My Life and Loves, Vol. 1 (of 4)","Harris, Frank",en,lit
4085,1771,42723,The Adventures of Roderick Random,"Smollett, T. (Tobias)",en,lit
45109,105,42383,The Enchiridion,Epictetus,en,phil
16921,1962,42372,Plague Ship,"Norton, Andre",en,lit
29049,1668,41477,"Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle, Tome I","Bussy, Roger de Rabutin, comte de",fr,hist
21765,7,41419,"The Metamorphoses of Ovid, Books I-VII",Ovid,en,lit
25716,1944,40608,灵历集光,"Song, Shangjie",zh,phil
23790,1960,40424,The Ultimate Weapon,"Campbell, John W., Jr. (John Wood)",en,lit
57763,1925,40354,Daughters of Nijo: A Romance of Japan,"Watanna, Onoto",en,lit
10636,1304,40337,The Travels of Marco Polo - Volume 1,"Polo, Marco",en,hist
1257,1852,39688,The three musketeers,"Dumas, Alexandre",en,lit
19707,1913,39387,One Wonderful Night: A Romance of New York,"Tracy, Louis",en,lit
38477,1911,39375,In Jeopardy,"Sutphen, Van Tassel",en,lit
829,1717,39362,Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan",en,lit
22342,1977,39312,Supermind,"Garrett, Randall",en,lit
164,1878,39190,Twenty Thousand Leagues under the Sea,"Verne, Jules",en,lit
236,1915,39072,The Jungle Book,"Kipling, Rudyard",en,lit
20796,1980,39035,The Colors of Space,"Bradley, Marion Zimmer",en,lit
25656,1910,38834,The Mystery of a Turkish Bath,Rita,en,lit
23731,1935,38824,A Martian Odyssey,"Weinbaum, Stanley G. (Stanley Grauman)",en,lit
20782,1940,38801,Triplanetary,"Smith, E. E. (Edward Elmer)",en,lit
6235,1912,38578,The Battle of the Strong: A Romance of Two Kingdoms - Volume 6,"Parker, Gilbert",en,lit
421,1894,38529,Kidnapped,"Stevenson, Robert Louis",en,lit
215,1916,38470,The call of the wild,"London, Jack",en,lit
32759,1936,38409,Red Nails,"Howard, Robert E. (Robert Ervin)",en,lit
3748,1878,38311,A Journey into the Interior of the Earth,"Verne, Jules",en,lit
4367,1872,38278,"Personal Memoirs of U. S. Grant, Complete","Grant, Ulysses S. (Ulysses Simpson)",en,hist
31036,1754,38112,"The Lovers Assistant; Or, New Art of Love","Fielding, Henry",en,lit
16199,1806,38032,Memoirs of the Author of a Vindication of the Rights of Woman,"Godwin, William",en,lit
23639,96,37999,Plutarch's Morals,Plutarch,en,lit
27609,1947,37996,The Undersea Tube,"Hansen, L. Taylor (Lucile Taylor)",en,lit
1874,1908,37968,The Railway Children,"Nesbit, E. (Edith)",en,lit
24375,1983,37871,Wizard,"Janifer, Laurence M.",en,lit
521,1731,37803,The Life and Adventures of Robinson Crusoe,"Defoe, Daniel",en,lit
2199,-700,37534,The Iliad,Homer,en,lit
33644,1964,37426,The Secret of the Ninth Planet,"Wollheim, Donald A.",en,lit
1170,-381,37369,Anabasis,Xenophon,en,hist
76576,1881,37333,The Belle of Bowling Green,"Barr, Amelia E.",en,lit
76728,1912,37277,Helen Vardon's confession,"Freeman, R. Austin (Richard Austin)",en,lit
43936,1906,37230,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",en,lit
32398,1934,37153,"Brood of the Dark Moon (A Sequel to ""Dark Moon"")","Diffin, Charles Willard",en,lit
78118,1920,36968,"Barry Locke, half-back","Barbour, Ralph Henry",en,lit
34856,1908,36614,My own story,"Pankhurst, Emmeline",en,social
2488,1878,36440,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules",en,lit
51356,1894,36311,"The Birth of Tragedy; or, Hellenism and Pessimism","Nietzsche, Friedrich Wilhelm",en,phil
1837,1885,36308,The Prince and the Pauper,"Twain, Mark",en,lit
25525,1849,36278,"The Works of Edgar Allan Poe, The Raven Edition Table Of Contents And Index Of The Five Volumes","Poe, Edgar Allan",en,lit
21700,1824,36246,Don Juan,"Byron, George Gordon Byron, Baron",en,lit
