id,year,downloads,title,author,lang,subject
52782,1898,667,Aaron in the Wildwoods,"Harris, Joel Chandler",en,lit
5382,1921,667,A Modern Chronicle - Complete,"Churchill, Winston",en,lit
54684,1890,667,The House by the Medlar-Tree,"Verga, Giovanni",en,lit
616,1894,667,"Prayers Written At Vailima, and A Lowden Sabbath Morn","Stevenson, Robert Louis",en,phil
72351,1878,667,Travels in the footsteps of Bruce in Algeria and Tunis,"Playfair, R. Lambert (Robert Lambert), Sir",en,hist
7430,1887,667,Familiar Spanish Travels,"Howells, William Dean",en,hist
77131,1975,667,Drug themes in science fiction,"Silverberg, Robert",en,ref
7960,1925,667,Early European History,"Webster, Hutton",en,hist
9255,1854,667,"The Gorgon's Head (From: ""A Wonder-Book for Girls and Boys"")","Hawthorne, Nathaniel",en,phil
927,1862,667,The Lamplighter,"Dickens, Charles",en,lit
12787,1914,666,An Introductory Course of Quantitative Chemical Analysis With Explanatory Notes,"Talbot, Henry Paul",en,sci
2119,1845,666,History of Friedrich II of Prussia - Volume 19,"Carlyle, Thomas",en,hist
24314,1913,666,Mystics and Saints of Islam,"Field, Claud",en,phil
25542,1907,666,Black Oxen,"Atherton, Gertrude Franklin Horn",en,lit
3094,1906,666,Red Eve,"Haggard, H. Rider (Henry Rider)",en,lit
3096,1906,666,Beatrice,"Haggard, H. Rider (Henry Rider)",en,lit
31617,1936,666,刺靑,"Tanizaki, Jun'ichiro",ja,lit
32424,1856,666,Arthur O'Leary: His Wanderings And Ponderings In Many Lands,"Lever, Charles",en,lit
35459,1905,666,"The Strange Story of Harper's Ferry, with Legends of the Surrounding Country","Barry, Joseph",en,hist
35890,1777,666,"Letters on the Improvement of the Mind, Addressed to a Lady","Chapone, Mrs. (Hester)",en,phil
36826,1782,666,"Le barbier de Séville; ou, la précaution inutile","Beaumarchais, Pierre Augustin Caron de",fr,lit
37186,1921,666,An Introduction to the History of Japan,"Hara, Katsuro",en,hist
39395,1884,666,The Expositor's Bible: The Book of Genesis,"Dods, Marcus",en,phil
41787,1870,666,Reports of the Committee on the Conduct of the War Fort Pillow Massacre. Returned Prisoners.,"Gooch, Daniel W. (Daniel Wheelwright)",en,hist
41899,1858,666,"The Modern Housewife or, Ménagère Comprising Nearly One Thousand Receipts, for the Economic and Judicious Preparation of","Soyer, Alexis",en,sci
42812,1914,666,Katharine Frensham: A Novel,"Harraden, Beatrice",en,lit
44151,1919,666,Perkins of Portland: Perkins The Great,"Butler, Ellis Parker",en,lit
4516,1888,666,Peter: A Novel of Which He is Not the Hero,"Smith, Francis Hopkinson",en,lit
45683,1920,666,The Wonder-Child: An Australian Story,"Turner, Ethel",en,lit
45802,1930,666,Knock Three Times!,"Webb, Marion St. John",en,lit
4731,1920,666,Seven Little Australians,"Turner, Ethel",en,lit
47786,1926,666,Una Donna,"Aleramo, Sibilla",it,lit
48753,1854,666,"Ten Acres Enough A practical experience, showing how a very small farm may be made to keep a very large family","Morris, Edmund",en,sci
4953,1916,666,"Revolution, and Other Essays","London, Jack",en,lit
49936,1900,666,New Ideas for American Boys; The Jack of All Trades,"Beard, Daniel Carter",en,sci
50096,1616,666,"Beaumont and Fletcher's Works, Vol. 10 of 10","Beaumont, Francis",en,lit
51182,1844,666,"History of Greece, Volume 09 (of 12)","Grote, George",en,hist
51448,1894,666,The Border and the Buffalo: An Untold Story of the Southwest Plains The Bloody Border of Missouri and Kansas. The Story ,"Cook, John R.",en,hist
56262,1914,666,When We Were Strolling Players in the East,"Miln, Louise Jordan",en,hist
57191,1835,666,"Ornithological biography, Vol. 2 (of 5) : $b An account of the habits of the birds of the United States of America","Audubon, John James",en,sci
58042,1917,666,Princess White Flame,"Crownfield, Gertrude",en,lit
58135,1665,666,The Saint's Everlasting Rest A Treatise of the Blessed State of the Saints in Their Enjoyment of God in Heaven,"Baxter, Richard",en,phil
66735,1887,666,Drinks of the World,"Mew, James",en,hist
68395,1864,666,Handbuch der Geschichte der Buchdruckerkunst. Erster Teil Erfindung. Verbreitung. Blüte. Verfall. 1450-1750.,"Lorck, Carl Berendt",de,ref
68830,1906,666,The nutrition of man,"Chittenden, R. H. (Russell Henry)",en,sci
70767,1872,666,"Frederick Law Olmsted : $b Landscape architect. Vol. 1, Early years and experiences, together with biographical notes.","Olmsted, Frederick Law",en,sci
71542,1874,666,"John G. Paton, missionary to the New Hebrides, volume 1 (of 3) : $b An autobiography edited by his brother","Paton, John Gibson",en,phil
73491,1924,666,Love in chief : $b A novel,"Weekes, R. K. (Rose Kirkpatrick)",en,lit
7367,-645,666,管子,"Guan, Zhong",zh,phil
7490,1681,666,Dryden's Palamon and Arcite,"Dryden, John",en,lit
79100,1912,666,L'infirme aux mains de lumière,"Estaunié, Édouard",fr,lit
8530,1898,666,A Study of Hawthorne,"Lathrop, George Parsons",en,lit
1167,1896,665,A Strange Disappearance,"Green, Anna Katharine",en,lit
12744,1910,665,In His Image,"Bryan, William Jennings",en,phil
12984,1899,665,"Eugene Field, a Study in Heredity and Contradictions - Volume 1","Thompson, Slason",en,lit
15321,1875,665,Tracy Park: A Novel,"Holmes, Mary Jane",en,lit
16052,1885,665,The Brownies and Other Tales,"Ewing, Juliana Horatia",en,lit
16745,1903,665,Matthew Arnold,"Russell, George William Erskine",en,lit
17212,1913,665,"Michelangelo A Collection of Fifteen Pictures and a Portrait of the Master, with Introduction and Interpretation","Hurll, Estelle M. (Estelle May)",en,arts
18781,1593,665,Hero and Leander,"Marlowe, Christopher",en,lit
19231,1906,665,The mummy and Miss Nitocris : a phantasy of the fourth dimension,"Griffith, George Chetwynd",en,lit
20263,1790,665,"Boswell's Correspondence with the Honourable Andrew Erskine, and His Journal of a Tour to Corsica","Boswell, James",en,lit
29759,1880,665,Architecture: Classic and Early Christian,"Smith, T. Roger (Thomas Roger)",en,arts
31678,1916,665,In the Border Country,"Crockett, W. S. (William Shillinglaw)",en,hist
35090,1922,665,Billy Bunny and Daddy Fox,"Cory, David",en,lit
35117,1915,665,Lord Tony's Wife: An Adventure of the Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",en,lit
36322,1911,665,"The Battleship Boys at Sea; Or, Two Apprentices in Uncle Sam's Navy","Patchin, Frank Gee",en,lit
41219,1908,665,Stories of Useful Inventions,"Forman, S. E. (Samuel Eagle)",en,sci
42437,1909,665,Aunt Jimmy's Will,"Wright, Mabel Osgood",en,lit
42865,1873,665,English Conferences of Ernest Renan: Rome and Christianity. Marcus Aurelius,"Renan, Ernest",en,phil
43955,1884,665,Letters of Peregrine Pickle,"Upton, George P. (George Putnam)",en,lit
44048,1884,665,"Legal Chemistry A Guide to the Detection of Poisons, Examination of Tea, Stains, Etc., as Applied to Chemical Jurisprude","Naquet, Alfred",en,sci
45214,1888,665,The Russian Grandmother's Wonder Tales,"Houghton, Louise Seymour",en,lit
45540,1915,665,The Christ Myth,"Drews, Arthur",en,phil
46664,1905,665,William Harvey,"Power, D'Arcy, Sir",en,sci
46949,1904,665,Chats on Costume,"Rhead, G. Woolliscroft (George Woolliscroft)",en,hist
48258,1920,665,The Old Dominion,"Johnston, Mary",en,lit
5096,1878,665,Vingt Mille Lieues Sous Les Mers - Part 2,"Verne, Jules",fr,lit
52510,1938,665,Prince and Heretic,"Bowen, Marjorie",en,lit
55346,1867,665,"Lectures on Painting, Delivered to the Students of the Royal Acadamy","Armitage, Edward",en,arts
555,1916,665,The Unbearable Bassington,Saki,en,lit
57263,1893,665,El Doctor Centeno (Tomo I),"Pérez Galdós, Benito",es,lit
6062,1888,665,Pike County Ballads and Other Poems,"Hay, John",en,lit
64514,1922,665,"Goya, an account of his life and works","Calvert, Albert Frederick",en,arts
66818,1903,665,The Strange Adventures of a Pebble,"Hawksworth, Hallam",en,sci
6685,1916,665,Story Hour Readers - Book Three,"Dillon, Alice Christie",en,social
6711,1908,665,"Philip Dru: Administrator; A Story of Tomorrow, 1920-1935","House, Edward Mandell",en,social
68724,1797,665,An historical and moral view of the origin and progress of the French Revolution; and the effect it has produced in Euro,"Wollstonecraft, Mary",en,hist
7098,1873,665,Tales of the Enchanted Islands of the Atlantic,"Higginson, Thomas Wentworth",en,lit
7762,1909,665,Wanderers,"Hamsun, Knut",en,lit
9964,1919,665,The Centaur,"Blackwood, Algernon",en,lit
1159,1933,664,Fire-Tongue,"Rohmer, Sax",en,lit
13790,1924,664,"Life And Letters Of John Gay (1685-1732), Author of ""The Beggar's Opera""","Melville, Lewis",en,lit
13889,1903,664,"Dave Ranney Or, Thirty Years on the Bowery; An Autobiography","Ranney, Dave",en,phil
14446,1893,664,A Supplement to A Compilation of the Messages and Papers of the Presidents: William McKinley,"McKinley, William",en,social
14458,1938,664,A History of Trade Unionism in the United States,"Perlman, Selig",en,social
14513,1920,664,Audrey,"Johnston, Mary",en,lit
14815,1890,664,"Peck's Compendium of Fun Comprising the Choicest Gems of Wit, Humor, Sarcasm and Pathos of America's Favorite Humorist","Peck, George W. (George Wilbur)",en,lit
1629,1874,664,"""I Say No""","Collins, Wilkie",en,lit
1892,1885,664,"Extracts from Adam's Diary, translated from the original ms.","Twain, Mark",en,lit
19872,1899,664,Three French Moralists and The Gallantry of France,"Gosse, Edmund",en,phil
20297,1920,664,Ten American Girls from History,"Sweetser, Kate Dickinson",en,hist
24173,1931,664,Brennendes Geheimnis: Erzählung,"Zweig, Stefan",de,lit
24606,1889,664,History of the Nineteenth Army Corps,"Irwin, Richard B. (Richard Biddle)",en,hist
2607,1931,664,"Psmith, Journalist","Wodehouse, P. G. (Pelham Grenville)",en,lit
2614,1850,664,"The History of England, from the Accession of James II - Volume 5","Macaulay, Thomas Babington Macaulay, Baron",en,hist
26172,1882,664,"Union and Communion; or, Thoughts on the Song of Solomon","Taylor, James Hudson",en,phil
27547,1899,664,"British Borneo Sketches of Brunai, Sarawak, Labuan, and North Borneo","Treacher, W. H. (William Hood), Sir",en,hist
29083,1909,664,The Lightning Conductor Discovers America,"Williamson, C. N. (Charles Norris)",en,lit
29188,1723,664,"Ebrietatis Encomium or, the Praise of Drunkenness","Sallengre, Albert-Henri de",en,lit
30482,1913,664,The International Spy Being the Secret History of the Russo-Japanese War,"Upward, Allen",en,lit
3326,1890,664,The Well-Beloved: A Sketch of a Temperament,"Hardy, Thomas",en,lit
33721,1936,664,The Barren Ground Caribou of Keewatin,"Harper, Francis",en,sci
38218,1911,664,La fine dell'amore,"Bracco, Roberto",it,lit
385,1922,664,"The Redheaded Outfield, and Other Baseball Stories","Grey, Zane",en,lit
39710,1830,664,Paris and the Parisians in 1835 (Vol. 2),"Trollope, Frances Milton",en,hist
40082,1879,664,"The Thirty Years' War, 1618-1648","Gardiner, Samuel Rawson",en,hist
50495,1904,664,Bohemian Paris of To-day Second Edition,"Morrow, W. C.",en,hist
52871,1849,664,Laakson lilja: Maaseutuelämän kuvaus,"Balzac, Honoré de",fi,lit
53052,1916,664,Our Benevolent Feudalism,"Ghent, William J. (William James)",en,social
54912,1875,664,Poems,"Dorr, Julia C. R. (Julia Caroline Ripley)",en,lit
55113,1917,664,From the Log of the Velsa,"Bennett, Arnold",en,hist
58468,1904,664,Sun and Shadow in Spain,"Elliott, Maud Howe",en,hist
58671,1913,664,The Holyhead Road: The Mail-coach Road to Dublin. Vol. 1,"Harper, Charles G. (Charles George)",en,hist
69858,1863,664,"Motherly talks with young housekeepers embracing eighty-seven brief articles on topics of home interest, and about five ","Beecher, H. W., Mrs.",en,sci
73891,1862,664,"The letters of Robert Browning and Elizabeth Barrett Barrett, Vol. 2 (of 2) 1845-1846","Browning, Robert",en,lit
8171,1887,664,Modern Italian Poets; Essays and Versions,"Howells, William Dean",en,lit
9192,1864,664,The Channings: A Story,"Wood, Henry, Mrs.",en,lit
9979,1890,664,De Libris: Prose and Verse,"Dobson, Austin",en,lit
12217,1913,663,Economics Volume II: Modern Economic Problems,"Fetter, Frank A. (Frank Albert)",en,social
12528,1836,663,"A Voyage Round the World, Volume I Including Travels in Africa, Asia, Australasia, America, etc., etc., from 1827 to 183","Holman, James",en,hist
13055,1805,663,A General History and Collection of Voyages and Travels - Volume 09 Arranged in Systematic Order: Forming a Complete His,"Kerr, Robert",en,hist
15159,1907,663,"Heart's Desire The Story of a Contented Town, Certain Peculiar Citizens, and Two Fortunate Lovers A Novel","Hough, Emerson",en,lit
15387,1855,663,Jorrocks' Jaunts and Jollities,"Surtees, Robert Smith",en,lit
1652,1878,663,"The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger","Verne, Jules",en,lit
16984,1867,663,Prayers and Meditations,Bahá'u'lláh,en,phil
1853,1912,663,The ninth vibration and other stories,"Beck, L. Adams (Lily Adams)",en,lit
19491,1914,663,The Way of Ambition,"Hichens, Robert",en,lit
20256,1822,663,Memoir of the Life of John Quincy Adams.,"Quincy, Josiah",en,hist
2293,1874,663,"A New England Girlhood, Outlined from Memory (Beverly, MA)","Larcom, Lucy",en,lit
234,1884,663,Child Christopher and Goldilind the Fair,"Morris, William",en,lit
24717,1878,663,"Danger! A True History of a Great City's Wiles and Temptations The Veil Lifted, and Light Thrown on Crime and its Causes","Howe, William F.",en,social
25123,1230,663,脾胃論,"Li, Gao",zh,sci
26059,1913,663,The Ascent of Denali (Mount McKinley) A Narrative of the First Complete Ascent of the Highest Peak in North America,"Stuck, Hudson",en,hist
32524,1919,663,A Fourth Form Friendship: A School Story,"Brazil, Angela",en,lit
32840,1856,663,One Of Them,"Lever, Charles",en,lit
33867,1898,663,King of Camargue,"Aicard, Jean",en,lit
35144,1856,663,"The Martins Of Cro' Martin, Vol. II (of II)","Lever, Charles",en,lit
39003,1879,663,"Money: Speech of Hon. John P. Jones, of Nevada, on the Free Coinage of Silver; in the United States Senate, May 12 and 1","Jones, John P. (John Percival)",en,social
39397,1861,663,One of Cleopatra's Nights and Other Fantastic Romances,"Gautier, Théophile",en,lit
4144,1683,663,Diary of Samuel Pepys - Volume 25: November/December 1663,"Pepys, Samuel",en,hist
42551,1595,663,"The History of the Great and Mighty Kingdom of China and the Situation Thereof, Volume 2 (of 2)","González de Mendoza, Juan",en,hist
43965,1904,663,Invention: The Master-key to Progress,"Fiske, Bradley A. (Bradley Allen)",en,sci
4615,1912,663,The Upton Letters,"Benson, Arthur Christopher",en,lit
46321,1909,663,"The spell of the heart of France: the towns, villages and châteaux about Paris","Hallays, André",en,hist
46815,1909,663,William Oughtred: A Great Seventeenth-Century Teacher of Mathematics,"Cajori, Florian",en,sci
47201,1903,663,Kentucky's Famous Feuds and Tragedies Authentic History of the World Renowned Vendettas of the Dark and Bloody Ground,"Mutzenberg, Charles Gustavus",en,social
49951,1931,663,Wawenock Myth Texts from Maine Forty-third Annual Report of the Bureau of American Ethnology to the Secretary of the Smi,"Speck, Frank G. (Frank Gouldsmith)",en,hist
49953,1871,663,The Queen's Maries: A Romance of Holyrood,"Whyte-Melville, G. J. (George John)",en,lit
58874,1925,663,Tarzan and the Golden Lion,"Burroughs, Edgar Rice",en,lit
61143,1716,663,Some Reflections Upon Marriage. With additions.,"Astell, Mary",en,social
67767,1918,663,A Mãe,"Gorky, Maksim",pt,lit
69917,1298,663,"La légende dorée traduite du latin d'après les plus anciens manuscrits, avec une introduction, des notes, et un index al","Jacobus, de Voragine",fr,phil
73403,1916,663,The dissolution of the monasteries : $b As illustrated by the suppression of the religious houses of Staffordshire,"Hibbert, Francis Aidan",en,phil
76965,1919,663,The counterfeiters : $b (Les faux-monnayeurs),"Gide, André",en,lit
7811,1915,663,The War Romance of the Salvation Army,"Booth, Evangeline",en,hist
8562,1874,663,"The Seaboard Parish, Complete","MacDonald, George",en,lit
10055,1779,662,Hamburgische Dramaturgie,"Lessing, Gotthold Ephraim",de,lit
11160,1899,662,"A Cotswold Village; Or, Country Life and Pursuits in Gloucestershire","Gibbs, J. Arthur (Joseph Arthur)",en,hist
11514,1902,662,Balcony Stories,"King, Grace Elizabeth",en,lit
14196,1931,662,The Nervous Housewife,"Myerson, Abraham",en,sci
1505,1614,662,The Rape of Lucrece,"Shakespeare, William",en,lit
1602,1935,662,Dawn O'Hara: The Girl Who Laughed,"Ferber, Edna",en,lit
18019,1919,662,The Luckiest Girl in the School,"Brazil, Angela",en,lit
19493,1910,662,The Head Voice and Other Problems: Practical Talks on Singing,"Clippinger, D. A. (David Alva)",en,arts
19503,1883,662,"Historic Tales: The Romance of Reality. Vol. 03 (of 15), Spanish American","Morris, Charles",en,hist
2235,1614,662,The Tempest,"Shakespeare, William",en,lit
2319,1799,662,West-östlicher Divan,"Goethe, Johann Wolfgang von",de,lit
30974,1919,662,Jimbo: A Fantasy,"Blackwood, Algernon",en,lit
31274,1865,662,Lady Anna,"Trollope, Anthony",en,lit
31697,1795,662,"The Shepherd of Salisbury Plain, and Other Tales","More, Hannah",en,lit
32256,1960,662,The Big Time,"Leiber, Fritz",en,lit
32626,1901,662,Thomas Carlyle,"Macpherson, Hector",en,lit
3280,1920,662,Cap'n Warren's Wards,"Lincoln, Joseph Crosby",en,lit
33015,1887,662,"The Overcoming Life, and Other Sermons","Moody, Dwight Lyman",en,phil
35314,1913,662,"The Childrens' Story of the War, Volume 2 (of 10) From the Battle of Mons to the Fall of Antwerp.","Parrott, Edward",en,hist
36670,1885,662,The First Steps in Algebra,"Wentworth, G. A. (George Albert)",en,sci
36801,1867,662,"A Logic of Facts; Or, Every-day Reasoning","Holyoake, George Jacob",en,phil
3693,1864,662,Louisa of Prussia and Her Times: A Historical Novel,"Mühlbach, L. (Luise)",en,lit
37234,1897,662,My Path to Atheism,"Besant, Annie",en,phil
37322,1894,662,"Music-Study in Germany, from the Home Correspondence of Amy Fay","Fay, Amy",en,arts
40394,1873,662,Sketches from the Subject and Neighbour Lands of Venice,"Freeman, Edward A. (Edward Augustus)",en,arts
41743,1915,662,Pintoricchio,"Phillipps, Evelyn March",en,arts
43539,1905,662,Immortal Songs of Camp and Field The Story of their Inspiration together with Striking Anecdotes connected with their Hi,"Banks, Louis Albert",en,arts
43954,1912,662,Practical Psychomancy and Crystal Gazing,"Atkinson, William Walker",en,phil
44628,1860,662,Nineteenth Century Questions,"Clarke, James Freeman",en,lit
46149,1938,662,Mediæval Heresy & the Inquisition,"Turberville, Arthur Stanley",en,phil
47512,1897,662,Chats on Old Miniatures,"Foster, J. J. (Joshua James)",en,arts
48353,1910,662,Samuel Pepys and the Royal Navy,"Tanner, J. R. (Joseph Robson)",en,hist
53270,1917,662,"The Pilgrim story : $b Being largely a compilation from the documents of Governor Bradford and Governor Winslow, several","Atwood, William Franklin",en,hist
53321,66,662,Le Satyricon,Petronius Arbiter,fr,lit
53323,1797,662,"Evenings at Home; Or, The Juvenile Budget Opened","Aikin, John",en,lit
53348,1908,662,Some Irish Yesterdays,"Somerville, E. Oe. (Edith Oenone)",en,hist
54334,1935,662,Europe in the Middle Ages,"Plunket, Ierne L. (Ierne Lifford)",en,hist
56042,1874,662,"Discovery of the Yosemite, and the Indian War of 1851, Which Led to That Event","Bunnell, Lafayette Houghton",en,hist
566,1805,662,The History of the Thirty Years' War,"Schiller, Friedrich",en,hist
57315,1887,662,Races and Peoples: Lectures on the Science of Ethnography,"Brinton, Daniel G. (Daniel Garrison)",en,hist
58810,1887,662,The Heavens Above: A Popular Handbook of Astronomy,"Gillet, J. A. (Joseph Anthony)",en,sci
64136,1908,662,"History of Early Steamboat Navigation on the Missouri River, Volume 1 (of 2) Life and Adventures of Joseph La Barge","Chittenden, Hiram Martin",en,hist
69201,1856,662,"Spiritual vampirism: The history of Etherial Softdown, and her friends of the ""New Light""","Webber, Charles W. (Charles Wilkins)",en,lit
70886,1884,662,Introdução á archeologia da peninsula Iberica,"Simões, Augusto Filipe",pt,hist
10005,1825,661,"A Voyage to the Moon With Some Account of the Manners and Customs, Science and Philosophy, of the People of Morosofia, a","Tucker, George",en,lit
1053,1907,661,Within the Tides: Tales,"Conrad, Joseph",en,lit
19370,1954,661,Ullr Uprising,"Piper, H. Beam",en,lit
19905,1893,661,Clovers and How to Grow Them,"Shaw, Thomas",en,sci
20161,1850,661,Sophisms of the Protectionists,"Bastiat, Frédéric",en,social
20294,1912,661,A Handbook of Health,"Hutchinson, Woods",en,sci
20533,1931,661,Jill the Reckless,"Wodehouse, P. G. (Pelham Grenville)",en,lit
23519,1862,661,"The Mormon Menace: The Confessions of John Doyle Lee, Danite","Lee, John Doyle",en,hist
27970,1890,661,Histoire de l'Afrique Septentrionale (Berbérie) depuis les temps les plus reculés jusqu'à la conquête française (1830) (,"Mercier, Ernest",fr,hist
297,1919,661,The Flirt,"Tarkington, Booth",en,lit
30159,1731,661,The True-Born Englishman: A Satire,"Defoe, Daniel",en,lit
32355,1897,661,With the Children on Sundays Through Eye-Gate and Ear-Gate into the City of Child-Soul,"Stall, Sylvanus",en,phil
35567,1892,661,A Course of Lectures on the Principles of Domestic Economy and Cookery,"Corson, Juliet",en,sci
36898,1893,661,Increasing Personal Efficiency,"Conwell, Russell H.",en,social
39147,1908,661,Bannlyst,"Lagerlöf, Selma",sv,lit
41725,1918,661,"Surgery, with Special Reference to Podiatry","Stern, Maximilian",en,sci
4701,1869,661,The Ethics of the Dust,"Ruskin, John",en,phil
48366,1918,661,Chats on Military Curios,"Johnson, Stanley C. (Stanley Currie)",en,hist
49385,1931,661,The Singing Caravan: A Sufi Tale,"Vansittart, Robert Gilbert Vansittart, Baron",en,lit
54425,1656,661,"The English-American, His Travail by Sea and Land: or, A New Survey of the West-India's","Gage, Thomas",en,hist
55261,1917,661,"Nothing of Importance A record of eight months at the front with a Welsh battalion, October, 1915, to June, 1916","Adams, Bernard",en,hist
56119,1893,661,The Great Lord Burghley: A study in Elizabethan statecraft,"Hume, Martin A. S. (Martin Andrew Sharp)",en,hist
6445,1915,661,Letters from America,"Brooke, Rupert",en,lit
70858,1888,661,"History of the United States of America, Volume 1 (of 9) : $b During the first administration of Thomas Jefferson","Adams, Henry",en,hist
71384,1903,661,"Forerunners and rivals of Christianity : $b being studies in religious history from 330 B.C. to 330 A.D., Vol. 1 (of 2)","Legge, Francis",en,phil
73203,1896,661,"History of the Moorish Empire in Europe, Vol. 1 (of 3)","Scott, S. P. (Samuel Parsons)",en,hist
8159,1832,661,Wanderings in South America,"Waterton, Charles",en,hist
8497,1900,661,"The Poems and Prose of Ernest Dowson, With a Memoir by Arthur Symons","Dowson, Ernest Christopher",en,lit
9823,1759,661,"Lives of the Poets, Volume 1","Johnson, Samuel",en,lit
10644,1860,660,"Beacon Lights of History, Volume 11: American Founders","Lord, John",en,hist
11534,1917,660,The Lions of the Lord: A Tale of the Old West,"Wilson, Harry Leon",en,lit
14550,1882,660,Two Hundred Sketches Humorous and Grotesque,"Doré, Gustave",en,arts
14739,1933,660,The Altar Steps,"MacKenzie, Compton",en,lit
16488,1928,660,Debussy's Pelléas et Mélisande A Guide to the Opera with Musical Examples from the Score,"Gilman, Lawrence",en,arts
17309,1867,660,The Summons of the Lord of Hosts,Bahá'u'lláh,en,phil
1922,1909,660,Deirdre of the Sorrows,"Synge, J. M. (John Millington)",en,lit
24066,1914,660,Dr. Johnson and His Circle,"Bailey, John Cann",en,hist
24191,1909,660,Life Immovable. First Part,"Palamas, Kostes",en,lit
28463,1890,660,Not Like Other Girls,"Carey, Rosa Nouchette",en,lit
2857,1906,660,A Yellow God: An Idol of Africa,"Haggard, H. Rider (Henry Rider)",en,lit
31062,1967,660,The Cartels Jungle,"Cox, Irving E., Jr.",en,lit
31092,1897,660,Hero Stories from American History For Elementary Schools,"Blaisdell, Albert F. (Albert Franklin)",en,hist
31161,1920,660,German Problems and Personalities,"Sarolea, Charles",en,hist
33153,1919,660,American World Policies,"Weyl, Walter E. (Walter Edward)",en,social
33425,1920,660,The Crimson Sweater,"Barbour, Ralph Henry",en,lit
33469,1856,660,"Roland Cashel, Volume II (of II)","Lever, Charles",en,lit
3346,1854,660,The Wandering Jew - Volume 08,"Sue, Eugène",en,lit
34659,1879,660,"The Breaking of the Storm, Vol. III.","Spielhagen, Friedrich",en,lit
3590,1583,660,Essays of Michel de Montaigne - Volume 10,"Montaigne, Michel de",en,lit
37562,1892,660,Wrestling and Wrestlers Biographical Sketches of Celebrated Athletes of the Northern Ring; to Which is Added Notes on Bu,"Gilpin, Sidney",en,hist
38810,1883,660,"The Works of Robert G. Ingersoll, Vol. 10 (of 12) Dresden Edition - Legal","Ingersoll, Robert Green",en,phil
39036,1908,660,Essays In Pastoral Medicine,"O'Malley, Austin",en,sci
4247,1610,660,A Briefe and True Report of the New Found Land of Virginia,"Harriot, Thomas",en,hist
4282,1928,660,Don Rodriguez; Chronicles of Shadow Valley,"Dunsany, Lord",en,lit
44286,1910,660,"""If Youth but Knew!""","Castle, Agnes",en,lit
44374,1929,660,The Robber Baron of Bedford Castle,"Cuthell, Edith E.",en,lit
46529,1881,660,"Cornish Worthies: Sketches of Some Eminent Cornish Men and Families, Volume 1 (of 2)","Tregellas, Walter H. (Walter Hawken)",en,hist
48390,1884,660,"Social England under the Regency, Vol. 1 (of 2)","Ashton, John",en,hist
48860,1923,660,The Brown Owl: A Fairy Story,"Ford, Ford Madox",en,lit
49804,1910,660,"The Mentor: Famous American Sculptors, Vol. 1, Num. 36, Serial No. 36","Taft, Lorado",en,arts
50108,1773,660,A Father's Legacy to His Daughters,"Gregory, John",en,social
52424,1888,660,Cave Hunting Researches on the evidence of caves respecting the early inhabitants of Europe,"Dawkins, William Boyd",en,hist
52534,1872,660,True Manliness From the Writings of Thomas Hughes,"Hughes, Thomas",en,phil
53531,1909,660,Fire-making Apparatus in the U. S. National Museum,"Hough, Walter",en,hist
59311,1913,660,Gas and Petroleum Engines,"Graffigny, H. de (Henry)",en,sci
60567,1413,660,"The epistle of Othea to Hector; or, The boke of knyghthode","Christine, de Pisan",en,lit
60858,1902,660,Bookplates,"Almack, Edward",en,ref
73677,1930,660,The Plumed Serpent,"Lawrence, D. H. (David Herbert)",en,lit
7486,1909,660,The Master of Silence: A Romance,"Bacheller, Irving",en,lit
78929,1868,660,The pioneer women of the West,"Ellet, E. F. (Elizabeth Fries)",en,hist
1049,1894,659,Vanished Arizona: Recollections of the Army Life by a New England Woman,"Summerhayes, Martha",en,hist
12226,1916,659,What eight million women want,"Dorr, Rheta Childe",en,social
13410,1880,659,Some Private Views,"Payn, James",en,lit
17141,1929,659,Destiny,"Buck, Charles Neville",en,lit
1751,1903,659,Twilight Land,"Pyle, Howard",en,lit
18020,1847,659,The Wits and Beaux of Society. Volume 1,"Thomson, A. T., Mrs.",en,hist
20694,1907,659,An Inquiry into the Nature of Peace and the Terms of Its Perpetuation,"Veblen, Thorstein",en,social
2109,1845,659,History of Friedrich II of Prussia - Volume 09,"Carlyle, Thomas",en,hist
2261,1614,659,Romeo and Juliet,"Shakespeare, William",en,lit
24428,1869,659,Our Fathers Have Told Us Part I. The Bible of Amiens,"Ruskin, John",en,arts
26359,1939,659,Vivo de Zamenhof,"Privat, Edmond",eo,lit
2796,1861,659,The Memoirs of Mr. Charles J. Yellowplush,"Thackeray, William Makepeace",en,lit
28273,1852,659,"The Cruise of the Betsey or, A Summer Ramble Among the Fossiliferous Deposits of the Hebrides. With Rambles of a Geologi","Miller, Hugh",en,sci
28969,1805,659,The Illustrated Works of Friedrich Schiller A Linked Index to the Project Gutenberg Editions,"Schiller, Friedrich",en,lit
29132,1978,659,The Gun,"Dick, Philip K.",en,lit
33301,1896,659,The Sword of Damocles: A Story of New York Life,"Green, Anna Katharine",en,lit
34378,1880,659,"Hans Brinker; Or, The Silver Skates","Dodge, Mary Mapes",en,lit
35488,1906,659,The Road to Paris: A Story of Adventure,"Stephens, Robert Neilson",en,lit
3622,1865,659,The Duke's Children,"Trollope, Anthony",en,lit
36445,1929,659,"Linda Lee, Incorporated: A Novel","Vance, Louis Joseph",en,lit
